key,source,url,srcid,shell,z_cross,z_best,logM,phot_flux_radius,eqw_hb,phot_restV,phi_ratio,l3_kpc,l3_l2,flag
srcid_0041675_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0041675_Shell_C.png,41675.0,Shell_C,6.0,2.5732329000000003,10.535009896763599,8.6,19.781103,0.76595473,0.0038,4.449,1.636,
srcid_0043084_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0043084_Shell_C.png,43084.0,Shell_C,6.0,3.74792,10.426043992543491,2.2,,0.5566313,0.7008,1.012,0.372,
srcid_0047984_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0047984_Shell_C.png,47984.0,Shell_C,6.0,2.0089853,11.138034557712796,9.36,,1.0909271,-0.3876,5.056,1.859,
srcid_0048412_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0048412_Shell_C.png,48412.0,Shell_C,6.0,3.10751725,11.229432129240694,9.94,,1.2187219,0.3842,4.883,1.796,
srcid_0048442_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0048442_Shell_C.png,48442.0,Shell_C,6.0,2.9329743,11.144948466329966,8.79,-36.226406,1.1219126,0.2698,4.395,1.616,
srcid_0048731_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0048731_Shell_C.png,48731.0,Shell_C,6.0,2.100056294360695,10.510954930218915,2.01,,2.0478468,-0.3389,1.08,0.397,
srcid_0054634_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0054634_Shell_C.png,54634.0,Shell_C,6.0,3.2332687,11.005026132182627,10.35,-33.253277,0.86766505,0.4591,5.02,1.846,
srcid_0058018_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0058018_Shell_C.png,58018.0,Shell_C,6.0,3.9262767,10.522672216904756,2.25,434.12827,0.4302938,0.7623,1.015,0.373,
srcid_0062321_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0062321_Shell_C.png,62321.0,Shell_C,6.0,3.4660108,10.830026531534916,11.05,-195.74013,0.7684214,0.581,5.232,1.924,
srcid_0067887_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0067887_Shell_C.png,67887.0,Shell_C,6.0,3.7650473,10.7366376856824,2.15,,0.95577717,0.7072,0.987,0.363,
srcid_0080538_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0080538_Shell_C.png,80538.0,Shell_C,6.0,2.003803033333333,10.457012204174642,8.14,66.5534,3.4216933,-0.39,4.398,1.618,
srcid_0127662_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0127662_Shell_C.png,127662.0,Shell_C,6.0,2.1045771226200367,11.262061030546956,10.26,5.6634808,2.4827132,-0.3362,5.509,2.026,
srcid_0130171_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0130171_Shell_C.png,130171.0,Shell_C,6.0,2.1823382,10.54891893251504,9.55,0.0,0.4883842,-0.2874,5.101,1.876,
srcid_0132048_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0132048_Shell_C.png,132048.0,Shell_C,6.0,2.5321514,11.32027672272072,10.54,35.47324,0.8716736,-0.0281,5.473,2.013,
srcid_0144195_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0144195_Shell_C.png,144195.0,Shell_C,6.0,3.353739,10.504886808276588,1.98,152.89066,1.1127156,0.5249,0.949,0.349,
srcid_0146173_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0146173_Shell_C.png,146173.0,Shell_C,6.0,3.5952785,11.070408063112907,11.51,-58.33138,0.69974697,0.6396,5.377,1.978,
srcid_0150560_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0150560_Shell_C.png,150560.0,Shell_C,6.0,3.7127059,10.46591188535314,10.21,20.602465,0.8312665,0.6874,4.712,1.733,
srcid_0160299_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0160299_Shell_C.png,160299.0,Shell_C,6.0,3.053488,10.46435540467398,9.58,,1.2894008,0.35,4.732,1.74,
srcid_0161558_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0161558_Shell_C.png,161558.0,Shell_C,6.0,2.007964075,10.869422110390037,8.89,-23.043009,0.89166117,-0.388,4.802,1.766,
srcid_0163290_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0163290_Shell_C.png,163290.0,Shell_C,6.0,2.0898213,10.697860915583831,8.89,-28.495136,1.4810282,-0.3449,4.778,1.757,
srcid_0172651_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0172651_Shell_C.png,172651.0,Shell_C,6.0,2.7179825,10.460081663610886,9.49,-10.281303,1.4979376,0.1145,4.844,1.782,
srcid_0173360_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0173360_Shell_C.png,173360.0,Shell_C,6.0,3.1330469,10.489523526798441,10.94,15.003487,1.043262,0.3999,5.361,1.972,
srcid_0179013_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0179013_Shell_C.png,179013.0,Shell_C,6.0,2.325309875,10.724359387579486,10.13,10.703911,0.82441366,-0.1865,5.353,1.969,
srcid_0195005_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0195005_Shell_C.png,195005.0,Shell_C,6.0,3.44536895,10.491665431044455,9.67,110.36289,0.40788552,0.5711,4.589,1.688,
srcid_0200220_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0200220_Shell_C.png,200220.0,Shell_C,6.0,3.1037185,10.674714430323656,8.98,874.54565,0.20926517,0.3818,4.413,1.623,
srcid_0200333_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0200333_Shell_C.png,200333.0,Shell_C,6.0,2.255641,11.104091124047013,8.7,-3.0879297,3.4768534,-0.2371,4.622,1.7,
srcid_0200496_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0200496_Shell_C.png,200496.0,Shell_C,6.0,2.0838826,11.258316112917992,9.6,-7.9846354,5.080757,-0.3483,5.162,1.898,
srcid_0200554_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0200554_Shell_C.png,200554.0,Shell_C,6.0,2.0829575,10.94219045672063,9.69,-71.69365,1.4624609,-0.3488,5.211,1.916,
srcid_0208030_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0208030_Shell_C.png,208030.0,Shell_C,6.0,2.6935248,11.01406668277452,8.52,54.633873,0.6922991,0.0961,4.359,1.603,
srcid_0209345_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_0209345_Shell_C.png,209345.0,Shell_C,6.0,2.1658788121887502,11.41032231933246,8.24,-12.979702,3.875359,-0.2982,4.406,1.621,
srcid_10024670_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_10024670_Shell_C.png,10024670.0,Shell_C,6.0,3.47056175,11.131863668192421,10.04,-11.007366,2.3285737,0.5832,4.752,1.748,
srcid_2022034_Shell_C,qec9_shell_c_batch2,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_batch2__srcid_2022034_Shell_C.png,2022034.0,Shell_C,6.0,2.6306599,10.862023526228347,10.73,-17.362457,2.5448318,0.0481,5.522,2.031,
srcid_0000046_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0000046_Shell_C.png,46.0,Shell_C,6.0,2.2393016,11.379616189711234,10.9,86.07253,4.4500084,-0.2486,5.798,2.132,
srcid_0000682_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0000682_Shell_C.png,682.0,Shell_C,6.0,3.0385668,10.808836763383809,11.71,-45.05746,4.099063,0.3404,5.793,2.131,
srcid_0000788_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0000788_Shell_C.png,788.0,Shell_C,6.0,2.2124984,10.581373976946056,12.97,-8.63443,3.1847255,-0.2672,6.913,2.542,
srcid_0001348_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0001348_Shell_C.png,1348.0,Shell_C,6.0,2.92269,11.173413056264408,11.31,-129.03885,1.0609926,0.2627,5.66,2.082,
srcid_0001424_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0001424_Shell_C.png,1424.0,Shell_C,6.0,1.6934723,9.897816828987917,6.09,93.29105,1.6281251,-0.4493,3.331,1.225,
srcid_0002329_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0002329_Shell_C.png,2329.0,Shell_C,6.0,2.45157,11.28335054553692,11.29,81.84747,2.3784034,-0.0906,5.904,2.171,
srcid_0002496_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0002496_Shell_C.png,2496.0,Shell_C,6.0,3.0944367,11.601693812448058,142.33,112.57394,4.068723,0.376,70.018,25.751,
srcid_0002742_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0002742_Shell_C.png,2742.0,Shell_C,6.0,2.7443488,9.939393311541673,3.84,213.10129,1.0811698,0.1343,1.955,0.719,
srcid_0003324_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0003324_Shell_C.png,3324.0,Shell_C,6.0,2.3073184333333336,10.624242173562584,12.42,,3.630384,-0.1998,6.572,2.417,
srcid_0004151_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0004151_Shell_C.png,4151.0,Shell_C,6.0,2.2415739500000003,9.664434971710486,2.8,181.5812,5.844396,-0.2471,1.489,0.548,
srcid_0005907_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0005907_Shell_C.png,5907.0,Shell_C,6.0,2.1561763,11.73076430987627,11.48,3.6787076,7.56575,-0.3045,6.143,2.259,
srcid_0007260_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0007260_Shell_C.png,7260.0,Shell_C,6.0,2.096882,11.303135548649095,13.92,-15.919103,2.9096432,-0.3408,7.479,2.751,
srcid_0009239_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0009239_Shell_C.png,9239.0,Shell_C,6.0,2.4628472,11.523308345656893,14.67,,3.025426,-0.0819,7.664,2.819,
srcid_0010001_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0010001_Shell_C.png,10001.0,Shell_C,6.0,1.5215666,,,-104.48576,,-0.3844,,,
srcid_0012872_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0012872_Shell_C.png,12872.0,Shell_C,6.0,2.50355,10.405252784331193,10.92,127.15079,2.0675147,-0.0503,5.685,2.091,
srcid_0016184_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0016184_Shell_C.png,16184.0,Shell_C,6.0,3.1281998,10.89467909956225,17.91,-58.22318,3.5267556,0.3969,8.78,3.229,
srcid_0016388_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0016388_Shell_C.png,16388.0,Shell_C,6.0,2.430443,10.617855861688993,16.0,31.990011,1.5196152,-0.1069,8.382,3.083,
srcid_0017150_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0017150_Shell_C.png,17150.0,Shell_C,6.0,2.01644,10.428858277524556,51.09,94.9023,4.5683403,-0.384,27.585,10.145,
srcid_0017740_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0017740_Shell_C.png,17740.0,Shell_C,6.0,2.0071356,11.03952539672007,11.21,-34.35841,3.0373445,-0.3884,6.056,2.227,
srcid_0017754_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0017754_Shell_C.png,17754.0,Shell_C,6.0,2.2969483333333334,11.30962729725832,10.52,12.578819,3.6297126,-0.2074,5.571,2.049,
srcid_0018471_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0018471_Shell_C.png,18471.0,Shell_C,6.0,2.217451,11.087908016809495,15.26,10.674881,8.046982,-0.2638,8.13,2.99,
srcid_0019174_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0019174_Shell_C.png,19174.0,Shell_C,6.0,3.7729118,11.072097663154961,12.51,127.64702,3.2075324,0.71,5.737,2.11,
srcid_0020673_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0020673_Shell_C.png,20673.0,Shell_C,6.0,2.1174495,11.258611034557902,13.04,-3.5165696,14.232525,-0.3286,6.996,2.573,
srcid_0020872_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0020872_Shell_C.png,20872.0,Shell_C,6.0,3.1302413086728853,10.911766563174037,12.21,-34.514473,2.0633855,0.3982,5.985,2.201,
srcid_0021834_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0021834_Shell_C.png,21834.0,Shell_C,6.0,2.672194,10.860216382674349,14.87,154.52602,3.4826345,0.0799,7.623,2.804,
srcid_0026389_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0026389_Shell_C.png,26389.0,Shell_C,6.0,3.1302413086728853,10.911766563174037,12.21,-139.91116,2.0633855,0.3982,5.985,2.201,
srcid_0030414_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0030414_Shell_C.png,30414.0,Shell_C,6.0,2.386727211766352,11.761145346963515,17.9,-8.262028,1.7503192,-0.1403,9.411,3.461,
srcid_0031432_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0031432_Shell_C.png,31432.0,Shell_C,6.0,2.2522998,11.013294210029978,19.17,-158.31493,2.1083717,-0.2395,10.187,3.747,
srcid_0033947_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0033947_Shell_C.png,33947.0,Shell_C,6.0,2.0071356,11.03952539672007,11.21,-2.5399735,3.0373445,-0.3884,6.056,2.227,
srcid_0034579_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0034579_Shell_C.png,34579.0,Shell_C,6.0,2.5081513,11.443361746836526,13.23,61.072254,10.341879,-0.0467,6.884,2.532,
srcid_0035401_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0035401_Shell_C.png,35401.0,Shell_C,6.0,2.5032437,10.543317872273736,11.85,10.409572,2.362176,-0.0505,6.169,2.269,
srcid_0036834_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0036834_Shell_C.png,36834.0,Shell_C,6.0,2.6215036,10.831077949375013,13.17,54.288895,1.8618567,0.0411,6.784,2.495,
srcid_0038208_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0038208_Shell_C.png,38208.0,Shell_C,6.0,2.2969483333333334,11.30962729725832,10.52,40.891617,3.6297126,-0.2074,5.571,2.049,
srcid_0038301_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0038301_Shell_C.png,38301.0,Shell_C,6.0,2.304828133333334,10.475360470155724,12.93,14.111179,1.1573148,-0.2016,6.843,2.517,
srcid_0038607_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0038607_Shell_C.png,38607.0,Shell_C,6.0,2.4983432,10.851310748428144,18.88,-0.6604166,4.046006,-0.0543,9.833,3.616,
srcid_0044752_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0044752_Shell_C.png,44752.0,Shell_C,6.0,3.0944367,11.601693812448058,142.33,23.096233,4.068723,0.376,70.018,25.751,
srcid_0047718_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0047718_Shell_C.png,47718.0,Shell_C,6.0,3.724319,11.10388813080529,35.11,7.339877e-13,2.637195,0.6919,16.183,5.952,
srcid_0060749_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0060749_Shell_C.png,60749.0,Shell_C,6.0,2.1925582,11.098366288835836,10.37,-8.085853,3.0768354,-0.2807,5.535,2.036,
srcid_0078109_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0078109_Shell_C.png,78109.0,Shell_C,6.0,2.9204273,11.10779325835627,28.0,91.556496,0.62114376,0.2612,14.016,5.155,
srcid_0127663_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0127663_Shell_C.png,127663.0,Shell_C,6.0,2.3148582,11.579703411367017,11.55,624.96967,1.7692244,-0.1942,6.108,2.246,
srcid_0132551_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0132551_Shell_C.png,132551.0,Shell_C,6.0,2.178898,11.336552739722352,12.76,-14.069285,2.65432,-0.2897,6.817,2.507,
srcid_0135498_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0135498_Shell_C.png,135498.0,Shell_C,6.0,2.955060812479504,11.030685488514468,14.58,-11.623604,1.1161096,0.2849,7.273,2.675,
srcid_0163978_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0163978_Shell_C.png,163978.0,Shell_C,6.0,2.7628899,11.700365419117079,11.62,-160.72787,1.0300773,0.1481,5.906,2.172,
srcid_0164394_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0164394_Shell_C.png,164394.0,Shell_C,6.0,2.292723,11.053730864396341,11.13,46.588852,1.969972,-0.2105,5.896,2.169,
srcid_0195280_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_0195280_Shell_C.png,195280.0,Shell_C,6.0,2.12785812,10.941688645593192,11.34,,2.7348819,-0.3222,6.08,2.236,
srcid_4100873_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_4100873_Shell_C.png,4100873.0,Shell_C,6.0,2.2358427,10.62778051574597,10.48,-2.7705717,2.3554769,-0.2511,5.576,2.051,
srcid_5112823_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_5112823_Shell_C.png,5112823.0,Shell_C,6.0,2.776092,10.604988152164777,27.8,118.0511,2.7306638,0.1578,14.113,5.19,
srcid_5115527_Shell_C,qec9_shell_c_fresh,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/qec9_shell_c_fresh__srcid_5115527_Shell_C.png,5115527.0,Shell_C,6.0,3.1350086,10.522075048867631,12.39,18.893824,3.0913007,0.4011,6.07,2.232,
srcid_0000187_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0000187_Shell_C.png,187.0,Shell_C,6.0,1.9499593,11.003815772852333,8.35,-4.8283453,5.15014,-0.4132,4.525,1.664,
srcid_0000941_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0000941_Shell_C.png,941.0,Shell_C,6.0,2.29472305,10.850476857886491,6.57,-46.71667,1.4681472,-0.209,3.48,1.28,
srcid_0002390_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0002390_Shell_C.png,2390.0,Shell_C,6.0,2.299697966666667,10.700678064859153,4.3,-49.354305,0.50492585,-0.2054,2.277,0.837,
srcid_0004360_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0004360_Shell_C.png,4360.0,Shell_C,6.0,2.3134458,11.369461800357323,6.27,3.6831844,9.541308,-0.1953,3.316,1.22,
srcid_0004427_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0004427_Shell_C.png,4427.0,Shell_C,6.0,2.29655,10.576126086241961,5.09,-37.603687,2.1995916,-0.2077,2.696,0.991,
srcid_0005244_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0005244_Shell_C.png,5244.0,Shell_C,6.0,2.307489,10.517093684019283,4.29,-32.768982,2.4160514,-0.1997,2.27,0.835,
srcid_0005571_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0005571_Shell_C.png,5571.0,Shell_C,6.0,2.3045926,10.858795570707182,4.04,-23.21014,0.31041366,-0.2018,2.138,0.786,
srcid_0006938_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0006938_Shell_C.png,6938.0,Shell_C,6.0,2.3082003090053003,11.096227080302814,5.5,6.617112,2.903665,-0.1991,2.91,1.07,
srcid_0009148_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0009148_Shell_C.png,9148.0,Shell_C,6.0,2.3207573188300787,10.943532321707314,3.98,-2.2937453,2.5324752,-0.1899,2.104,0.774,
srcid_0012661_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0012661_Shell_C.png,12661.0,Shell_C,6.0,2.3207573188300787,10.943532321707314,3.98,7.0951753,2.5324752,-0.1899,2.104,0.774,
srcid_0018801_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0018801_Shell_C.png,18801.0,Shell_C,6.0,2.2718499,10.724297410343363,5.07,200.73074,0.4035352,-0.2256,2.69,0.989,
srcid_0032315_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0032315_Shell_C.png,32315.0,Shell_C,6.0,2.3123395,10.982329555197369,6.36,-48.11557,0.5285816,-0.1961,3.364,1.237,
srcid_0033295_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0033295_Shell_C.png,33295.0,Shell_C,6.0,2.3113717640000098,11.445719993626032,5.62,-33.473454,3.4874191,-0.1968,2.973,1.093,
srcid_0034393_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0034393_Shell_C.png,34393.0,Shell_C,6.0,2.2922046,11.11459005524264,4.93,-30.691568,0.73004127,-0.2108,2.612,0.961,
srcid_0043395_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0043395_Shell_C.png,43395.0,Shell_C,6.0,2.299697966666667,10.700678064859153,4.3,-83.42544,0.50492585,-0.2054,2.277,0.837,
srcid_0043671_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0043671_Shell_C.png,43671.0,Shell_C,6.0,2.3082003090053003,11.106604745137803,5.59,18.20995,3.03082,-0.1991,2.958,1.088,
srcid_0047530_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0047530_Shell_C.png,47530.0,Shell_C,6.0,2.2995904875,10.56362840828201,5.48,12.309649,0.41912222,-0.2055,2.902,1.067,
