key,source,url,srcid,shell,z_cross,z_best,logM,phot_flux_radius,eqw_hb,phot_restV,phi_ratio,l3_kpc,l3_l2,flag
srcid_0050048_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0050048_Shell_C.png,50048.0,Shell_C,6.0,2.2870636,10.697263266278567,4.96,-49.141724,0.4621868,-0.2146,2.629,0.967,
srcid_0149539_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_0149539_Shell_C.png,149539.0,Shell_C,6.0,2.29472305,10.850476857886491,6.57,0.7053291,1.4681472,-0.209,3.48,1.28,
srcid_2100449_Shell_C,shell_bc,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/shell_bc__srcid_2100449_Shell_C.png,2100449.0,Shell_C,6.0,2.30782,10.67306197134314,6.16,-1.116914,1.135993,-0.1994,3.259,1.199,
srcid_0000072,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000072.png,72.0,Shell_3,1.469,0.70732,10.752022108883386,10.37,-8.982403,5.378768,-0.4416,4.825,0.529,
srcid_0000107,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000107.png,107.0,Shell_3,1.469,1.2169749,10.903733908772653,10.63,13.505089,4.9481115,0.6654,5.715,0.627,
srcid_0000139,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000139.png,139.0,Shell_3,1.469,1.0897901,11.184114243465256,7.13,1.8717623,15.5417385,0.2764,3.765,0.413,
srcid_0000404,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000404.png,404.0,Shell_3,1.469,0.93064034,10.838326445094014,5.71,16.110806,9.553394,-0.2384,2.908,0.319,
srcid_0000463,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000463.png,463.0,Shell_3,1.469,1.2544006,10.514751423321462,3.44,61.882835,2.3284993,0.7567,1.857,0.204,
srcid_0000564,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000564.png,564.0,Shell_3,1.469,1.2392032,11.006641294532468,5.8,-3.828943,10.45516,0.7212,3.126,0.343,
srcid_0000756,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000756.png,756.0,Shell_3,1.469,1.1332447008658308,10.90726286347487,4.39,17.077415,5.6330557,0.4197,2.335,0.256,
srcid_0000805,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0000805.png,805.0,Shell_3,1.469,1.0179458,10.911994005989568,5.84,-4.6094947,5.640215,0.0325,3.041,0.334,
srcid_0001078,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0001078.png,1078.0,Shell_3,1.469,0.74565913,10.516814646815135,9.24,20.936518,7.1602173,-0.4759,4.386,0.481,
srcid_0001401,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0001401.png,1401.0,Shell_3,1.469,0.8472761,10.515766742834805,6.13,-17.41285,1.8178213,-0.4205,3.039,0.333,
srcid_0001555,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0001555.png,1555.0,Shell_3,1.469,1.2190882,10.562162796274054,5.0,1.977165,4.3254356,0.6709,2.689,0.295,
srcid_0001627,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0001627.png,1627.0,Shell_3,1.469,0.9228554,10.524531234767167,5.26,-7.6688185,3.7448654,-0.2594,2.673,0.293,
srcid_0001860,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0001860.png,1860.0,Shell_3,1.469,0.9027656,10.987176328833385,6.54,12.245333,13.061307,-0.3103,3.304,0.362,
srcid_0001992,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0001992.png,1992.0,Shell_3,1.469,1.2132864,10.650745913161012,6.9,-13.37188,3.0440657,0.6557,3.708,0.407,
srcid_0002314,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0002314.png,2314.0,Shell_3,1.469,0.979537425,10.645708839406126,11.92,-10.623023,6.9824104,-0.0931,6.151,0.675,
srcid_0002402,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0002402.png,2402.0,Shell_3,1.469,0.9029152,11.279794612220137,7.17,6.2074833,21.641014,-0.3099,3.622,0.397,
srcid_0002647,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0002647.png,2647.0,Shell_3,1.469,1.0314415131276742,11.12068092508667,7.71,14.97289,9.469464,0.078,4.026,0.442,
srcid_0002823,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0002823.png,2823.0,Shell_3,1.469,1.0933334185196542,11.058822751338669,6.68,-1.1705332,6.805167,0.2884,3.53,0.387,
srcid_0003088,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003088.png,3088.0,Shell_3,1.469,0.7673700800000065,10.80136014631379,9.78,-14.746073,5.9075212,-0.4818,4.691,0.515,
srcid_0003180,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003180.png,3180.0,Shell_3,1.469,0.9037454,10.553038773248655,14.05,19.563541,6.163066,-0.3079,7.099,0.779,
srcid_0003221,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003221.png,3221.0,Shell_3,1.469,0.978744675,10.632485469272234,4.95,13.997559,3.8961654,-0.0956,2.554,0.28,
srcid_0003317,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003317.png,3317.0,Shell_3,1.469,0.73059434,11.274056123632624,10.93,7.456806,33.30075,-0.466,5.149,0.565,
srcid_0003330,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003330.png,3330.0,Shell_3,1.469,0.7816425895520008,10.63461879861961,6.95,-0.58671963,5.1182456,-0.4803,3.355,0.368,
srcid_0003527,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003527.png,3527.0,Shell_3,1.469,0.9254623,10.801697071641716,11.59,-0.41069433,6.958338,-0.2525,5.895,0.647,
srcid_0003858,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003858.png,3858.0,Shell_3,1.469,1.0138831,10.935935436878824,17.4,4.286932,8.248866,0.0189,9.052,0.993,
srcid_0003905,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0003905.png,3905.0,Shell_3,1.469,0.9339988,11.138662686109997,9.61,-12.825809,8.91965,-0.2292,4.9,0.538,
srcid_0004002,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0004002.png,4002.0,Shell_3,1.469,1.0128681,11.300264093312165,11.7,11.054387,17.928709,0.0156,6.085,0.668,
srcid_0004081,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0004081.png,4081.0,Shell_3,1.469,0.97393686,11.063127396415865,11.19,-21.143429,8.668719,-0.1107,5.766,0.633,
srcid_0004094,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0004094.png,4094.0,Shell_3,1.469,0.8498704411999982,10.52928739469423,11.18,5.794254,6.720561,-0.4165,5.548,0.609,
srcid_0004523,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0004523.png,4523.0,Shell_3,1.469,1.00226,10.97780215967619,4.25,-1.7716286,3.697257,-0.0196,2.205,0.242,
srcid_0004808,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0004808.png,4808.0,Shell_3,1.469,1.1205575,10.911588257227205,13.62,34.199417,2.9374218,0.3787,7.229,0.793,
srcid_0004843,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0004843.png,4843.0,Shell_3,1.469,0.74775404,10.578596537440912,5.27,3.5685768,6.1879773,-0.4769,2.504,0.275,
srcid_0004906,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0004906.png,4906.0,Shell_3,1.469,1.0058061323503962,10.599564027411539,9.89,3.3756385,5.724043,-0.0079,5.135,0.563,
srcid_0005146,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0005146.png,5146.0,Shell_3,1.469,0.9356909,11.071114029633659,6.84,22.401445,9.734477,-0.2244,3.489,0.383,
srcid_0005310,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0005310.png,5310.0,Shell_3,1.469,0.8496411,10.90133075643742,6.42,-8.25124,16.564943,-0.4169,3.186,0.349,
srcid_0005318,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0005318.png,5318.0,Shell_3,1.469,1.22269785,10.654722693690985,5.13,6.9131856,6.210781,0.6802,2.76,0.303,
srcid_0006673,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0006673.png,6673.0,Shell_3,1.469,1.0940002423888082,10.562693387502613,5.33,6.2061872,2.6243572,0.2906,2.817,0.309,
srcid_0006959,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0006959.png,6959.0,Shell_3,1.469,0.98402680837974,10.88577174690528,8.84,-19.644855,1.8025782,-0.0788,4.567,0.501,
srcid_0007363,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0007363.png,7363.0,Shell_3,1.469,1.2498474,10.974261188322807,4.02,-4.1489267,7.373329,0.7463,2.169,0.238,
srcid_0007471,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0007471.png,7471.0,Shell_3,1.469,1.0193777,11.059978752346149,9.94,5.3845754,5.3187537,0.0373,5.177,0.568,
srcid_0008045,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0008045.png,8045.0,Shell_3,1.469,0.8512257,10.77841807089823,11.27,18.22582,8.668552,-0.4143,5.595,0.614,
srcid_0008173,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0008173.png,8173.0,Shell_3,1.469,1.083712656,10.518497178838906,5.62,14.103799,1.2646289,0.2559,2.965,0.325,
srcid_0008934,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0008934.png,8934.0,Shell_3,1.469,0.92507064,10.710468814947747,10.27,4.2547655,5.7017775,-0.2535,5.223,0.573,
srcid_0009705,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0009705.png,9705.0,Shell_3,1.469,0.90043,10.777361196230371,7.65,-4.461281,7.5028496,-0.3158,3.862,0.424,
srcid_0010259,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0010259.png,10259.0,Shell_3,1.469,1.01734,10.630478073298592,7.14,18.683167,4.3260612,0.0305,3.717,0.408,
srcid_0010625,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0010625.png,10625.0,Shell_3,1.469,0.987297453087798,11.009275386171083,10.57,10.640382,15.378609,-0.0683,5.465,0.6,
srcid_0010655,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0010655.png,10655.0,Shell_3,1.469,1.2553387,11.313314306954023,10.25,18.30714,15.294731,0.7588,5.532,0.607,
srcid_0011470,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0011470.png,11470.0,Shell_3,1.469,1.2498455,10.562212012075905,4.55,6.280607,3.437906,0.7463,2.455,0.269,
srcid_0012748,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0012748.png,12748.0,Shell_3,1.469,0.7507706920000015,10.737527975569282,11.37,-45.60647,3.1942682,-0.4782,5.411,0.594,
srcid_0014060,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0014060.png,14060.0,Shell_3,1.469,1.17685,10.660598114493089,10.9,-1.9176096,6.5234585,0.5539,5.832,0.64,
srcid_0014405,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0014405.png,14405.0,Shell_3,1.469,0.92435265,11.075995603305614,14.43,8.559186,11.253806,-0.2554,7.337,0.805,
srcid_0015499,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0015499.png,15499.0,Shell_3,1.469,0.9220445,10.87030578587808,7.78,9.137706,7.6865263,-0.2616,3.953,0.434,
srcid_0015788,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0015788.png,15788.0,Shell_3,1.469,0.9218523,10.61309781952457,8.05,-0.16575241,3.0223699,-0.2621,4.09,0.449,
srcid_0016649,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0016649.png,16649.0,Shell_3,1.469,1.0962579,10.956359312853602,4.82,-4.5819774,3.1197932,0.2982,2.548,0.28,
srcid_0017898,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0017898.png,17898.0,Shell_3,1.469,1.0480216079948663,11.35723019790306,13.23,13.832022,12.876286,0.1344,6.932,0.761,
srcid_0018964,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0018964.png,18964.0,Shell_3,1.469,1.1967797120000034,11.09699208976472,6.91,-4.7762127,5.8299265,0.6109,3.706,0.407,
srcid_0019292,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0019292.png,19292.0,Shell_3,1.469,0.89247894,11.13994201127653,12.89,-9.4434805,15.080429,-0.3342,6.49,0.712,
srcid_0019891,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0019891.png,19891.0,Shell_3,1.469,1.1914766607694238,10.948650598373938,5.31,-6.11207,13.049407,0.5961,2.846,0.312,
srcid_0020134,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0020134.png,20134.0,Shell_3,1.469,1.1442511,11.12424996721067,7.78,-16.81365,12.687794,0.4547,4.144,0.455,
srcid_0020786,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0020786.png,20786.0,Shell_3,1.469,1.2326609654067335,10.958806323463897,5.95,6.5281425,6.1135874,0.7052,3.204,0.352,
srcid_0022143,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0022143.png,22143.0,Shell_3,1.469,0.988262,10.743073585992656,8.86,1.9515953,5.612752,-0.0652,4.582,0.503,
srcid_0024222,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0024222.png,24222.0,Shell_3,1.469,1.1023959,10.903639212691225,7.49,0.0,3.939993,0.3187,3.964,0.435,
srcid_0025055,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0025055.png,25055.0,Shell_3,1.469,1.0168397333333334,11.015430731508685,9.37,3.3807378,7.3541017,0.0288,4.878,0.535,
srcid_0025979,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0025979.png,25979.0,Shell_3,1.469,0.8224406079999999,10.570404531142232,9.5,-6.2532682,5.4862566,-0.453,4.665,0.512,
srcid_0027760,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0027760.png,27760.0,Shell_3,1.469,0.8498059333333333,10.637946064839962,8.25,8.421317,3.8891008,-0.4166,4.094,0.449,
srcid_0028502,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0028502.png,28502.0,Shell_3,1.469,0.7047002,11.066290349658974,8.92,2.9710808,16.641521,-0.4381,4.144,0.455,
srcid_0028988,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0028988.png,28988.0,Shell_3,1.469,0.8380937864579732,10.65686378589731,7.55,-10.140377,8.236904,-0.4339,3.73,0.409,
srcid_0029224,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0029224.png,29224.0,Shell_3,1.469,0.9169699325,10.622754232193278,11.7,-10.819414,6.966156,-0.2748,5.936,0.651,
srcid_0030185,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0030185.png,30185.0,Shell_3,1.469,0.82234174,10.916696880720966,4.56,4.0666656,12.007792,-0.4531,2.239,0.246,
srcid_0031602,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0031602.png,31602.0,Shell_3,1.469,1.1653125,10.865707143494598,8.21,15.444381,3.6672175,0.5196,4.386,0.481,
srcid_0034419,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0034419.png,34419.0,Shell_3,1.469,0.7784736,10.726448972546997,7.96,-12.592642,8.478855,-0.481,3.838,0.421,
srcid_0036941,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0036941.png,36941.0,Shell_3,1.469,0.7513710080000027,10.825417364099017,9.89,-2.6192513,4.014722,-0.4784,4.708,0.517,
srcid_0037851,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0037851.png,37851.0,Shell_3,1.469,0.7347579,10.559373948273464,8.22,-27.569948,1.68712,-0.4692,3.881,0.426,
srcid_0038146,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0038146.png,38146.0,Shell_3,1.469,0.9554151457519998,10.920731221061246,6.91,15.532777,11.003444,-0.1674,3.544,0.389,
srcid_0041089,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0041089.png,41089.0,Shell_3,1.469,0.71355265,10.527973337990403,9.38,-21.119518,4.258188,-0.4492,4.379,0.48,
srcid_0043426,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0043426.png,43426.0,Shell_3,1.469,1.212723,10.668953665519856,7.11,3.8688574,0.6876997,0.6542,3.821,0.419,
srcid_0043891,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0043891.png,43891.0,Shell_3,1.469,1.061468,11.313269035144645,9.37,19.358822,20.750282,0.1803,4.922,0.54,
srcid_0045099,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0045099.png,45099.0,Shell_3,1.469,1.0345798,10.981604877535059,9.6,8.301075,4.89882,0.0887,5.016,0.55,
srcid_0045459,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0045459.png,45459.0,Shell_3,1.469,1.0808928,10.847508334072854,5.33,-4.579588,12.44503,0.2463,2.81,0.308,
srcid_0051576,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0051576.png,51576.0,Shell_3,1.469,0.8835596,10.702073790026393,4.09,6.7009716,8.549636,-0.3538,2.053,0.225,
srcid_0051614,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0051614.png,51614.0,Shell_3,1.469,1.061468,11.313269035144645,9.37,23.001066,20.750282,0.1803,4.922,0.54,
srcid_0052548,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0052548.png,52548.0,Shell_3,1.469,0.8010627242109193,10.597216688291985,4.63,-1.3843873,7.490063,-0.4715,2.254,0.247,
srcid_0055518,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0055518.png,55518.0,Shell_3,1.469,1.2576457,10.530663749980226,3.77,-1.6283658,3.434834,0.764,2.035,0.223,
srcid_0061043,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0061043.png,61043.0,Shell_3,1.469,0.75451213,10.537370197018976,4.69,39.425255,11.144604,-0.4795,2.236,0.245,
srcid_0068490,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0068490.png,68490.0,Shell_3,1.469,0.90270525,10.60370553163542,5.21,3.6017745,3.3992774,-0.3104,2.632,0.289,
srcid_0069763,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0069763.png,69763.0,Shell_3,1.469,0.8512448,10.588423057088512,4.15,2.9918103,12.576115,-0.4143,2.06,0.226,
srcid_0075008,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0075008.png,75008.0,Shell_3,1.469,1.105418,11.042994555559218,7.91,-30.788477,10.81501,0.3288,4.188,0.459,
srcid_0075843,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0075843.png,75843.0,Shell_3,1.469,1.1725967,11.02979671530773,6.37,9.360244,2.6265776,0.5414,3.406,0.374,
srcid_0080944,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0080944.png,80944.0,Shell_3,1.469,1.1444391,11.20172452958554,14.23,-18.606693,10.1014,0.4553,7.58,0.832,
srcid_0081464,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0081464.png,81464.0,Shell_3,1.469,1.239057825,10.846752774667623,7.11,1.852072,2.6808066,0.7208,3.831,0.42,
srcid_0082352,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0082352.png,82352.0,Shell_3,1.469,1.0141317759999957,10.935026947556445,5.12,17.69,13.662134,0.0198,2.664,0.292,
srcid_0129609,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0129609.png,129609.0,Shell_3,1.469,0.89709795,10.75376631767444,6.33,-13.153753,1.6635964,-0.3236,3.192,0.35,
srcid_0140563,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0140563.png,140563.0,Shell_3,1.469,0.7586213720000043,10.589130246750354,14.89,2.211561,8.040104,-0.4806,7.113,0.78,
srcid_0152248,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0152248.png,152248.0,Shell_3,1.469,0.8185628,11.20659501242285,14.92,4.7676616,18.050156,-0.457,7.316,0.803,
srcid_0165647,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0165647.png,165647.0,Shell_3,1.469,0.80091655,10.539537925780248,6.95,4.928047,5.613126,-0.4716,3.383,0.371,
srcid_0169447,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0169447.png,169447.0,Shell_3,1.469,1.0466498222900404,10.60890495925221,3.4,17.068974,5.147962,0.1297,1.781,0.195,
srcid_0172885,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0172885.png,172885.0,Shell_3,1.469,1.0219244,10.998323958276892,13.46,4.5423317,6.7502785,0.0459,7.014,0.77,
srcid_0225519,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_0225519.png,225519.0,Shell_3,1.469,1.1053980814293392,10.91105494840028,5.61,10.358716,5.5061073,0.3287,2.97,0.326,
srcid_2101445,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_2101445.png,2101445.0,Shell_3,1.469,1.035962756239543,10.963912105081405,5.11,9.283533,12.934804,0.0934,2.671,0.293,
srcid_2101552,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_2101552.png,2101552.0,Shell_3,1.469,0.7982058,10.867702180786393,5.48,14.216749,11.576714,-0.4733,2.665,0.292,
srcid_4100476,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_4100476.png,4100476.0,Shell_3,1.469,0.76259804,10.854526711211582,6.94,-16.775545,12.975906,-0.4814,3.322,0.364,
srcid_4101261,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_4101261.png,4101261.0,Shell_3,1.469,1.2409803559957444,10.803066869786642,3.87,9.209379,4.5850663,0.7255,2.086,0.229,
srcid_4101341,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_4101341.png,4101341.0,Shell_3,1.469,0.7603695,10.519428062067096,6.52,1.3225322,8.004645,-0.481,3.117,0.342,
srcid_5112372,third_shell,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/third_shell__srcid_5112372.png,5112372.0,Shell_3,1.469,1.1374800984660631,10.533222262765932,2.84,24.149738,3.8262334,0.4333,1.511,0.166,
abell370-v4_prism-clear_1208_2100517,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__abell370-v4_prism-clear_1208_2100517.png,,,,,,,,,,,,NO_CATALOG
glazebrook-cos-obs2-v4_prism-clear_2565_14907,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__glazebrook-cos-obs2-v4_prism-clear_2565_14907.png,,,,,,,,,,,,NO_CATALOG
glazebrook-cos-obs3-v4_prism-clear_2565_20115,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__glazebrook-cos-obs3-v4_prism-clear_2565_20115.png,,,,,,,,,,,,NO_CATALOG
glazebrook-v4_prism-clear_2565_10459,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__glazebrook-v4_prism-clear_2565_10459.png,,,,,,,,,,,,NO_CATALOG
jades-gdn198-v4_prism-clear_1181_78109,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__jades-gdn198-v4_prism-clear_1181_78109.png,,,,,,,,,,,,NO_CATALOG
jades-gds-wide-v4_prism-clear_1180_12619,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__jades-gds-wide-v4_prism-clear_1180_12619.png,,,,,,,,,,,,NO_CATALOG
jades-gds02-v4_prism-clear_1286_10024670,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__jades-gds02-v4_prism-clear_1286_10024670.png,,,,,,,,,,,,NO_CATALOG
uncover-62-v4_prism-clear_2561_29930,lrd,https://raw.githubusercontent.com/jsl29/qec-portraits/main/images/lrd__uncover-62-v4_prism-clear_2561_29930.png,,,,,,,,,,,,NO_CATALOG
